0.0	0	0.5754744845936655
0.0	1	0.5754744845936645
0.0	2	0.5754744845936653
0.0	3	0.575474484593664
0.0	4	0.575474484593664
0.0	5	0.5754744845936658
0.0	6	0.5754744845936653
0.0	7	0.5754744845936648
0.0	8	0.575474484593664
0.0	9	0.5754744845936657
0.0	10	0.5754744845936653
0.0	11	0.5754744845936657
0.0	12	0.5754744845936655
0.0	13	0.575474484593665
0.0	14	0.5754744845936648
0.0	15	0.5754744845936642
0.0	16	0.5754744845936655
0.0	17	0.5754744845936653
0.0	18	0.5754744845936661
0.0	19	0.5754744845936693
0.0	20	0.5754744845936803
0.0	21	0.5754744845937306
0.0	22	0.5754744845939501
0.0	23	0.5754744845949151
0.0	24	0.5754744845991604
0.0	25	0.5754744846178798
0.0	26	0.5754744847005367
0.0	27	0.5754744850662711
0.0	28	0.575474486688876
0.0	29	0.5754744939123168
0.0	30	0.575474526211337
0.0	31	0.5754746714630001
0.0	32	0.5754753296175382
0.0	33	0.5754783423151676
0.0	34	0.5754923314682477
0.0	35	0.5755586829952944
0.0	36	0.5758842034035199
0.0	37	0.5775751424511264
0.0	38	0.58727957275929
0.0	39	0.6536417074998294
0.0	40	1.3337399999999995
0.0	41	1.3337399999999993
0.0	42	1.3337399999999995
0.0	43	1.33374
0.0	44	1.3337400000000001
0.0	45	1.3337399999999997
0.0	46	1.33374
0.0	47	1.33374
0.0	48	1.33374
0.0	49	1.3337400000000001
0.0	50	1.3337399999999997
0.0	51	1.3337399999999997
0.0	52	1.33374
0.0	53	1.3337399999999995
0.0	54	1.3337399999999995
0.0	55	1.3337400000000001
0.0	56	1.3337399999999997
0.0	57	1.33374
0.0	58	1.33374
0.0	59	1.3337400000000001
0.0	60	1.3337400000000001
0.0	61	1.3337399999999997
0.0	62	1.3337399999999997
0.0	63	1.33374
0.0	64	1.3337400000000004
0.0	65	1.33374
0.0	66	1.3337400000000001
0.0	67	1.33374
0.0	68	1.3337400000000004
0.0	69	1.3337400000000001
0.0	70	1.33374
0.0	71	1.3337400000000006
0.0	72	1.3337400000000001
0.0	73	1.3337400000000004
0.0	74	1.3337400000000001
0.0	75	1.3337399999999997
0.0	76	1.3337400000000004
0.0	77	1.3337400000000004
0.0	78	1.3337400000000008
0.0	79	1.33374
0.0	80	1.3337399999999993
0.0	81	0.6536417074998299
0.0	82	0.5872795727592899
0.0	83	0.5775751424511274
